seed,task,subwindow_idx,sigma_mean,sigma_std,sigma_cv,n
42,HSS,51,0.030350174249282904,0.005531837481153397,0.18226707483513377,4200
42,HSS,52,0.030677152080683126,0.0053467530819947375,0.1742910511357896,4200
42,HSS,53,0.031242454577946947,0.005125982289071752,0.16407104878020753,4200
42,HSS,54,0.032188602921863395,0.004394493185582517,0.1365232655872012,4200
42,HSS,55,0.032750661426135114,0.003787258150823019,0.1156391347809781,4200
42,HSS,56,0.03294262651198854,0.0035440448932354657,0.10758234143673125,4200
42,HSS,57,0.033018475494214466,0.003391410764537566,0.10271251818188314,4200
42,HSS,58,0.033071709624713376,0.0033392485601096912,0.1009699407137508,4200
42,HSS,59,0.03313359828178017,0.0031919538540071744,0.09633586508961804,4200
42,HSS,60,0.03316841172830512,0.0031209782606821048,0.09409489625994776,4200
42,HSS,61,0.03315610445658898,0.003143019057135397,0.09479458183184718,4200
42,HSS,62,0.032951814038013776,0.0034630167457163313,0.1050933566729084,4200
42,HSS,63,0.03270730730789226,0.003786156392711823,0.11575873113217806,4200
42,HSS,64,0.03217122803486529,0.004363104325456256,0.1356213173065007,4200
42,HSS,65,0.031537119193179974,0.004950421084974599,0.1569712520237152,4200
42,HSS,66,0.03051806601740065,0.005593383869777698,0.1832810724830495,4200
42,HSS,67,0.030482692961758446,0.0056128409213305796,0.18413205579874703,4200
42,HSS,68,0.03091609721205064,0.0053681018388274625,0.17363452450055872,4200
42,HSS,69,0.03160963863378302,0.004861941091512038,0.15381197956232898,4200
42,HSS,70,0.03244215060091977,0.0041338107966088925,0.12742098535513532,4200
42,HSS,71,0.032811681572569626,0.003736390209969202,0.11387378003487644,4200
42,HSS,72,0.03291554242638605,0.003601667336178557,0.10942147905456835,4200
42,HSS,73,0.032982377887570434,0.003522312662846597,0.10679377559899941,4200
42,HSS,74,0.03303341582417488,0.00344474787844509,0.10428070462892053,4200
42,HSS,75,0.03308833818283997,0.0033528333309248964,0.10132975891378306,4200
42,HSS,76,0.033103725969614015,0.0032570098376616,0.09838801350190057,4200
42,HSS,77,0.033000094461299125,0.0034462094522419756,0.10443029053397163,4200
42,RAN,0,0.021386093303916002,0.004022781480148227,0.18810268069912595,4200
42,RAN,1,0.02139443112803357,0.004014274067141841,0.1876317272994398,4200
42,RAN,2,0.021395022865562212,0.004004461740365032,0.18716791122531032,4200
42,RAN,3,0.021419247184613986,0.0038806476312054747,0.1811757247002148,4200
42,RAN,4,0.021426401554296415,0.0036061910357274643,0.16830595779646218,4200
42,RAN,5,0.02141044667323253,0.0036198783846870266,0.16907066162298337,4200
42,RAN,6,0.02142923217399844,0.003867565944394824,0.18048084565006522,4200
42,RAN,7,0.021554654663694755,0.004066044385305364,0.18863880905287445,4200
42,RAN,8,0.02163630060785051,0.004168822615168011,0.1926772367756527,4200
42,RAN,9,0.021669334878568494,0.004225340355000401,0.1949916958078564,4200
42,RAN,10,0.02167631471263511,0.004222211688938111,0.19478457223528806,4200
42,RAN,11,0.02166747494334621,0.004229868902590794,0.19521743597953162,4200
42,RAN,12,0.0216729685424694,0.004219138007093848,0.19467282475984818,4200
42,RAN,13,0.021682702419791547,0.004234706543511834,0.1953034479524322,4200
42,RAN,14,0.021697825790338573,0.004232774235076984,0.1950782661810161,4200
42,RAN,15,0.021723476048736347,0.004254277617597577,0.19583779354893105,4200
42,RAN,16,0.02170206666192306,0.0042401073016614405,0.19537804245624396,4200
42,RAN,17,0.02170836426273343,0.004218540265610385,0.1943278735585029,4200
42,RAN,18,0.021677451688086703,0.004156578662358645,0.19174664633864597,4200
42,RAN,19,0.021428353645883146,0.0038589510856905295,0.18008621424968493,4200
42,RAN,20,0.02132568555174484,0.0037171051895689717,0.1743017911686709,4200
42,RAN,21,0.02126902904272789,0.003732080998453214,0.17547021027409113,4200
42,RAN,22,0.021358280704090637,0.003987728664874947,0.18670644515460455,4200
42,RAN,23,0.021384110797551415,0.00406505827622799,0.19009713869858264,4200
42,RAN,24,0.021389244854938063,0.004079301152727501,0.19071739934688375,4200
42,RAN,25,0.021390013396074728,0.004089343201827482,0.19118002060615427,4200
42,RAN,26,0.021367146767720224,0.004078805620863951,0.19089144962610938,4200
42,RAN,27,0.021362316043648338,0.004099493286765829,0.1919030351573107,4200
42,RAN,28,0.021382721148963484,0.004115724561107229,0.1924789895745676,4200
42,RAN,29,0.02138345329800532,0.0041152584244971615,0.19245060033783407,4200
42,RAN,30,0.021382068090495608,0.0041077025790371225,0.1921096949860995,4200
42,RAN,31,0.021388421428079406,0.004101148633230029,0.19174620469399903,4200
42,RAN,32,0.021389988985444818,0.004090392079081836,0.19122927467916007,4200
42,RAN,33,0.02139962685028357,0.0040908741007946794,0.1911656744958836,4200
42,RAN,34,0.02142787054757632,0.003995889483438838,0.18648094193805967,4200
42,RAN,35,0.0213867929254082,0.003727481648932868,0.17428894841472464,4200
42,RAN,36,0.021317154863139703,0.0036203711431922964,0.16983369340025845,4200
42,RAN,37,0.0212750549800694,0.0037378459474942476,0.17569148239550425,4200
42,RAN,38,0.021298871395577276,0.003854030833275082,0.1809500025468661,4200
42,RAN,39,0.021321707410915266,0.003940320225338417,0.18480322187149237,4200
42,RAN,40,0.02134097513942314,0.003990941777937808,0.18700840762263715,4200
42,RAN,41,0.021334714370646646,0.0039703279054333065,0.18609707336395745,4200
42,RAN,42,0.021326923164583386,0.003968354436504642,0.18607252466191188,4200
42,RAN,43,0.021353837103316828,0.004001239083865574,0.18737799040548425,4200
42,RAN,44,0.021356031152286698,0.0040052036167773225,0.18754437976873176,4200
42,RAN,45,0.021371681038512006,0.004031500927785099,0.18863752086325308,4200
42,RAN,46,0.02136660924558306,0.0040226435649354,0.18826775548239913,4200
